time,primal_bound,dual_bound,gap_percent,event_type,node_count
6.09,1292.0,1059.59,21.93,LPSOLVED,263
6.09,1292.0,1059.59,21.93,LPSOLVED,263
6.1,1292.0,1059.59,21.93,LPSOLVED,263
6.1,1292.0,1059.59,21.93,LPSOLVED,264
6.1,1292.0,1059.59,21.93,LPSOLVED,264
6.1,1292.0,1059.59,21.93,LPSOLVED,264
6.1,1292.0,1059.59,21.93,LPSOLVED,264
6.1,1292.0,1059.59,21.93,LPSOLVED,264
6.11,1292.0,1059.59,21.93,LPSOLVED,266
6.11,1292.0,1059.59,21.93,LPSOLVED,266
6.11,1292.0,1059.59,21.93,LPSOLVED,268
6.11,1292.0,1059.59,21.93,LPSOLVED,268
6.12,1292.0,1059.59,21.93,LPSOLVED,268
6.12,1292.0,1059.59,21.93,LPSOLVED,268
6.12,1292.0,1059.59,21.93,LPSOLVED,268
6.12,1292.0,1059.59,21.93,LPSOLVED,269
6.12,1292.0,1059.59,21.93,LPSOLVED,269
6.13,1292.0,1059.59,21.93,LPSOLVED,272
6.13,1292.0,1059.59,21.93,LPSOLVED,272
6.13,1292.0,1059.59,21.93,LPSOLVED,273
6.14,1292.0,1059.59,21.93,LPSOLVED,273
6.2,1292.0,1059.59,21.93,LPSOLVED,274
6.21,1292.0,1059.59,21.93,LPSOLVED,274
6.22,1292.0,1059.59,21.93,LPSOLVED,275
6.22,1292.0,1059.59,21.93,LPSOLVED,275
6.23,1292.0,1059.59,21.93,LPSOLVED,275
6.24,1292.0,1059.59,21.93,LPSOLVED,275
6.24,1292.0,1059.59,21.93,LPSOLVED,275
6.25,1292.0,1059.59,21.93,LPSOLVED,276
6.25,1292.0,1059.59,21.93,LPSOLVED,276
6.25,1292.0,1059.59,21.93,LPSOLVED,276
6.25,1292.0,1059.59,21.93,LPSOLVED,277
6.25,1292.0,1059.59,21.93,LPSOLVED,277
6.25,1292.0,1059.59,21.93,LPSOLVED,277
6.25,1292.0,1059.59,21.93,LPSOLVED,277
6.26,1292.0,1059.59,21.93,LPSOLVED,278
6.26,1292.0,1059.59,21.93,LPSOLVED,278
6.26,1292.0,1059.59,21.93,LPSOLVED,278
6.26,1292.0,1059.59,21.93,LPSOLVED,278
6.26,1292.0,1059.59,21.93,LPSOLVED,278
6.27,1292.0,1059.59,21.93,LPSOLVED,279
6.27,1292.0,1059.59,21.93,LPSOLVED,279
6.27,1292.0,1059.59,21.93,LPSOLVED,282
6.27,1292.0,1059.59,21.93,LPSOLVED,282
6.35,1292.0,1059.59,21.93,LPSOLVED,283
6.35,1292.0,1059.59,21.93,LPSOLVED,283
6.38,1292.0,1059.59,21.93,LPSOLVED,284
6.38,1292.0,1059.59,21.93,LPSOLVED,284
6.39,1292.0,1059.59,21.93,LPSOLVED,285
6.39,1292.0,1059.59,21.93,LPSOLVED,285
6.39,1292.0,1059.59,21.93,LPSOLVED,286
6.39,1292.0,1059.59,21.93,LPSOLVED,286
6.4,1292.0,1059.59,21.93,LPSOLVED,287
6.4,1292.0,1059.59,21.93,LPSOLVED,287
6.41,1292.0,1059.59,21.93,LPSOLVED,289
6.41,1292.0,1059.59,21.93,LPSOLVED,289
6.41,1292.0,1059.59,21.93,LPSOLVED,290
6.41,1292.0,1059.59,21.93,LPSOLVED,290
6.41,1292.0,1059.59,21.93,LPSOLVED,291
6.41,1292.0,1059.59,21.93,LPSOLVED,291
6.42,1292.0,1059.59,21.93,LPSOLVED,292
6.42,1292.0,1059.59,21.93,LPSOLVED,292
6.42,1292.0,1059.59,21.93,LPSOLVED,294
6.42,1292.0,1059.59,21.93,LPSOLVED,294
6.42,1292.0,1059.59,21.93,BESTSOLFOUND,294
6.42,1286.0,1059.59,21.37,LPSOLVED,295
6.42,1286.0,1059.59,21.37,LPSOLVED,295
6.43,1286.0,1059.59,21.37,LPSOLVED,296
6.43,1286.0,1059.59,21.37,LPSOLVED,296
6.43,1286.0,1059.59,21.37,LPSOLVED,297
6.43,1286.0,1059.59,21.37,LPSOLVED,297
6.57,1286.0,1059.59,21.37,LPSOLVED,298
6.57,1286.0,1059.59,21.37,LPSOLVED,298
6.58,1286.0,1059.59,21.37,LPSOLVED,299
6.58,1286.0,1059.59,21.37,LPSOLVED,299
6.58,1286.0,1059.59,21.37,LPSOLVED,300
6.58,1286.0,1059.59,21.37,LPSOLVED,300
6.58,1286.0,1059.59,21.37,LPSOLVED,302
6.58,1286.0,1059.59,21.37,LPSOLVED,302
6.58,1286.0,1059.59,21.37,LPSOLVED,303
6.58,1286.0,1059.59,21.37,LPSOLVED,303
6.59,1286.0,1059.59,21.37,LPSOLVED,305
6.59,1286.0,1059.59,21.37,LPSOLVED,305
6.59,1286.0,1059.59,21.37,LPSOLVED,308
6.59,1286.0,1059.59,21.37,LPSOLVED,308
6.6,1286.0,1059.59,21.37,LPSOLVED,309
6.6,1286.0,1059.59,21.37,LPSOLVED,309
6.6,1286.0,1059.59,21.37,LPSOLVED,310
6.6,1286.0,1059.59,21.37,LPSOLVED,310
6.6,1286.0,1059.59,21.37,LPSOLVED,311
6.6,1286.0,1059.59,21.37,LPSOLVED,311
6.75,1286.0,1059.59,21.37,LPSOLVED,312
6.75,1286.0,1059.59,21.37,LPSOLVED,312
6.76,1286.0,1059.59,21.37,LPSOLVED,313
6.76,1286.0,1059.59,21.37,LPSOLVED,313
6.76,1286.0,1059.59,21.37,LPSOLVED,314
6.76,1286.0,1059.59,21.37,LPSOLVED,314
6.76,1286.0,1059.59,21.37,LPSOLVED,316
6.76,1286.0,1059.59,21.37,LPSOLVED,316
6.77,1286.0,1059.59,21.37,LPSOLVED,318
6.77,1286.0,1059.59,21.37,LPSOLVED,318
6.77,1286.0,1059.59,21.37,LPSOLVED,318
6.77,1286.0,1059.59,21.37,LPSOLVED,320
6.78,1286.0,1059.59,21.37,LPSOLVED,323
6.78,1286.0,1059.59,21.37,LPSOLVED,323
6.78,1286.0,1059.59,21.37,LPSOLVED,324
6.78,1286.0,1059.59,21.37,LPSOLVED,324
6.99,1286.0,1059.59,21.37,LPSOLVED,325
6.99,1286.0,1059.59,21.37,LPSOLVED,325
7.0,1286.0,1059.59,21.37,LPSOLVED,326
7.0,1286.0,1059.59,21.37,LPSOLVED,326
7.01,1286.0,1059.59,21.37,LPSOLVED,327
7.01,1286.0,1059.59,21.37,LPSOLVED,327
7.01,1286.0,1059.59,21.37,LPSOLVED,328
7.01,1286.0,1059.59,21.37,LPSOLVED,328
7.02,1286.0,1059.59,21.37,LPSOLVED,330
7.02,1286.0,1059.59,21.37,LPSOLVED,330
7.03,1286.0,1059.59,21.37,LPSOLVED,331
7.03,1286.0,1059.59,21.37,LPSOLVED,331
7.03,1286.0,1059.59,21.37,LPSOLVED,333
7.03,1286.0,1059.59,21.37,LPSOLVED,333
7.04,1286.0,1059.59,21.37,LPSOLVED,333
7.04,1286.0,1059.59,21.37,LPSOLVED,333
7.04,1286.0,1059.59,21.37,LPSOLVED,333
7.12,1286.0,1059.59,21.37,LPSOLVED,334
7.12,1286.0,1059.59,21.37,LPSOLVED,334
7.15,1286.0,1059.59,21.37,LPSOLVED,335
7.15,1286.0,1059.59,21.37,LPSOLVED,335
7.16,1286.0,1059.59,21.37,LPSOLVED,336
7.16,1286.0,1059.59,21.37,LPSOLVED,336
7.18,1286.0,1059.59,21.37,LPSOLVED,337
7.18,1286.0,1059.59,21.37,LPSOLVED,337
7.18,1286.0,1059.59,21.37,LPSOLVED,338
7.18,1286.0,1059.59,21.37,LPSOLVED,338
7.19,1286.0,1059.59,21.37,LPSOLVED,339
7.19,1286.0,1059.59,21.37,LPSOLVED,339
7.2,1286.0,1059.59,21.37,LPSOLVED,340
7.2,1286.0,1059.59,21.37,LPSOLVED,340
7.2,1286.0,1059.59,21.37,LPSOLVED,341
7.2,1286.0,1059.59,21.37,LPSOLVED,341
7.2,1286.0,1059.59,21.37,LPSOLVED,342
7.2,1286.0,1059.59,21.37,LPSOLVED,342
7.29,1286.0,1059.59,21.37,LPSOLVED,343
7.29,1286.0,1059.59,21.37,LPSOLVED,343
7.3,1286.0,1059.59,21.37,LPSOLVED,344
7.3,1286.0,1059.59,21.37,LPSOLVED,344
7.3,1286.0,1059.59,21.37,LPSOLVED,344
7.55,1286.0,1059.59,21.37,LPSOLVED,345
7.55,1286.0,1059.59,21.37,LPSOLVED,345
7.56,1286.0,1059.59,21.37,LPSOLVED,345
7.56,1286.0,1059.59,21.37,LPSOLVED,346
7.56,1286.0,1059.59,21.37,LPSOLVED,346
7.57,1286.0,1059.59,21.37,LPSOLVED,347
7.57,1286.0,1059.59,21.37,LPSOLVED,347
7.58,1286.0,1059.59,21.37,LPSOLVED,348
7.58,1286.0,1059.59,21.37,LPSOLVED,348
7.72,1286.0,1059.59,21.37,LPSOLVED,349
7.72,1286.0,1059.59,21.37,LPSOLVED,349
7.73,1286.0,1059.59,21.37,LPSOLVED,350
7.73,1286.0,1059.59,21.37,LPSOLVED,350
7.75,1286.0,1070.54,20.13,LPSOLVED,351
7.75,1286.0,1070.54,20.13,LPSOLVED,351
7.76,1286.0,1070.54,20.13,LPSOLVED,352
7.76,1286.0,1070.54,20.13,LPSOLVED,352
7.76,1286.0,1070.54,20.13,LPSOLVED,353
7.76,1286.0,1070.54,20.13,LPSOLVED,353
7.77,1286.0,1070.54,20.13,LPSOLVED,354
7.77,1286.0,1070.54,20.13,LPSOLVED,354
7.77,1286.0,1070.54,20.13,LPSOLVED,355
7.77,1286.0,1070.54,20.13,LPSOLVED,355
7.78,1286.0,1070.54,20.13,LPSOLVED,356
7.78,1286.0,1070.54,20.13,LPSOLVED,356
7.78,1286.0,1070.54,20.13,LPSOLVED,357
7.78,1286.0,1070.54,20.13,LPSOLVED,357
7.78,1286.0,1070.54,20.13,LPSOLVED,358
7.78,1286.0,1070.54,20.13,LPSOLVED,358
7.79,1286.0,1070.54,20.13,LPSOLVED,359
7.79,1286.0,1070.54,20.13,LPSOLVED,359
7.8,1286.0,1070.54,20.13,LPSOLVED,360
7.8,1286.0,1070.54,20.13,LPSOLVED,360
7.81,1286.0,1070.54,20.13,LPSOLVED,361
7.81,1286.0,1070.54,20.13,LPSOLVED,361
8.02,1286.0,1070.54,20.13,LPSOLVED,362
8.02,1286.0,1070.54,20.13,LPSOLVED,362
8.04,1286.0,1070.54,20.13,LPSOLVED,363
8.04,1286.0,1070.54,20.13,LPSOLVED,363
8.05,1286.0,1070.54,20.13,LPSOLVED,364
8.05,1286.0,1070.54,20.13,LPSOLVED,364
8.05,1286.0,1070.54,20.13,LPSOLVED,365
8.05,1286.0,1070.54,20.13,LPSOLVED,365
8.08,1286.0,1070.54,20.13,LPSOLVED,366
8.08,1286.0,1070.54,20.13,LPSOLVED,366
8.15,1286.0,1070.54,20.13,LPSOLVED,367
8.15,1286.0,1070.54,20.13,LPSOLVED,367
8.16,1286.0,1070.54,20.13,LPSOLVED,368
8.17,1286.0,1070.54,20.13,LPSOLVED,368
8.18,1286.0,1070.54,20.13,LPSOLVED,369
8.18,1286.0,1070.54,20.13,LPSOLVED,369
8.19,1286.0,1070.54,20.13,LPSOLVED,370
8.19,1286.0,1070.54,20.13,LPSOLVED,370
8.31,1286.0,1070.54,20.13,LPSOLVED,371
8.31,1286.0,1070.54,20.13,LPSOLVED,371
8.31,1286.0,1070.54,20.13,LPSOLVED,371
8.31,1286.0,1070.54,20.13,LPSOLVED,371
8.32,1286.0,1070.54,20.13,LPSOLVED,372
8.32,1286.0,1070.54,20.13,LPSOLVED,372
8.43,1286.0,1070.54,20.13,LPSOLVED,373
8.43,1286.0,1070.54,20.13,LPSOLVED,373
8.44,1286.0,1070.54,20.13,LPSOLVED,374
8.44,1286.0,1070.54,20.13,LPSOLVED,374
8.44,1286.0,1070.54,20.13,LPSOLVED,374
8.44,1286.0,1070.54,20.13,LPSOLVED,374
8.54,1286.0,1070.54,20.13,LPSOLVED,375
8.54,1286.0,1070.54,20.13,LPSOLVED,375
8.55,1286.0,1070.54,20.13,LPSOLVED,376
8.55,1286.0,1070.54,20.13,LPSOLVED,376
8.56,1286.0,1070.54,20.13,LPSOLVED,377
8.56,1286.0,1070.54,20.13,LPSOLVED,377
8.58,1286.0,1070.54,20.13,LPSOLVED,378
8.58,1286.0,1070.54,20.13,LPSOLVED,378
8.59,1286.0,1070.54,20.13,LPSOLVED,379
8.59,1286.0,1070.54,20.13,LPSOLVED,379
8.66,1286.0,1070.54,20.13,LPSOLVED,380
8.66,1286.0,1070.54,20.13,LPSOLVED,380
8.69,1286.0,1071.81,19.98,LPSOLVED,381
8.69,1286.0,1071.81,19.98,LPSOLVED,381
8.69,1286.0,1071.81,19.98,LPSOLVED,382
8.69,1286.0,1071.81,19.98,LPSOLVED,382
8.7,1286.0,1071.81,19.98,LPSOLVED,383
8.7,1286.0,1071.81,19.98,LPSOLVED,383
8.7,1286.0,1071.81,19.98,LPSOLVED,384
8.7,1286.0,1071.81,19.98,LPSOLVED,384
8.71,1286.0,1071.81,19.98,LPSOLVED,385
8.71,1286.0,1071.81,19.98,LPSOLVED,385
8.9,1286.0,1071.81,19.98,LPSOLVED,386
8.9,1286.0,1071.81,19.98,LPSOLVED,386
9.0,1286.0,1071.81,19.98,LPSOLVED,387
9.0,1286.0,1071.81,19.98,LPSOLVED,387
9.02,1286.0,1071.81,19.98,LPSOLVED,388
9.02,1286.0,1071.81,19.98,LPSOLVED,388
9.03,1286.0,1071.81,19.98,LPSOLVED,389
9.03,1286.0,1071.81,19.98,LPSOLVED,389
9.03,1286.0,1071.81,19.98,LPSOLVED,390
9.03,1286.0,1071.81,19.98,LPSOLVED,390
9.04,1286.0,1071.81,19.98,LPSOLVED,391
9.04,1286.0,1071.81,19.98,LPSOLVED,391
9.11,1286.0,1071.81,19.98,LPSOLVED,392
9.11,1286.0,1071.81,19.98,LPSOLVED,392
9.12,1286.0,1071.81,19.98,LPSOLVED,392
9.12,1286.0,1071.81,19.98,LPSOLVED,392
9.14,1286.0,1071.81,19.98,LPSOLVED,393
9.14,1286.0,1071.81,19.98,LPSOLVED,393
9.14,1286.0,1071.81,19.98,LPSOLVED,394
9.14,1286.0,1071.81,19.98,LPSOLVED,394
9.14,1286.0,1071.81,19.98,LPSOLVED,395
9.15,1286.0,1071.81,19.98,LPSOLVED,395
9.16,1286.0,1071.81,19.98,LPSOLVED,396
9.16,1286.0,1071.81,19.98,LPSOLVED,396
9.16,1286.0,1071.81,19.98,LPSOLVED,397
9.16,1286.0,1071.81,19.98,LPSOLVED,397
9.18,1286.0,1071.81,19.98,LPSOLVED,398
9.18,1286.0,1071.81,19.98,LPSOLVED,398
9.2,1286.0,1071.81,19.98,LPSOLVED,399
9.2,1286.0,1071.81,19.98,LPSOLVED,399
9.21,1286.0,1071.81,19.98,LPSOLVED,400
9.21,1286.0,1071.81,19.98,LPSOLVED,400
9.21,1286.0,1071.81,19.98,LPSOLVED,401
9.21,1286.0,1071.81,19.98,LPSOLVED,401
9.21,1286.0,1071.81,19.98,LPSOLVED,402
9.21,1286.0,1071.81,19.98,LPSOLVED,402
9.22,1286.0,1071.81,19.98,LPSOLVED,403
9.22,1286.0,1071.81,19.98,LPSOLVED,403
9.22,1286.0,1071.81,19.98,LPSOLVED,404
9.22,1286.0,1071.81,19.98,LPSOLVED,404
9.24,1286.0,1071.81,19.98,LPSOLVED,405
9.24,1286.0,1071.81,19.98,LPSOLVED,405
9.24,1286.0,1071.81,19.98,LPSOLVED,406
9.25,1286.0,1071.81,19.98,LPSOLVED,406
9.25,1286.0,1071.81,19.98,LPSOLVED,407
9.25,1286.0,1071.81,19.98,LPSOLVED,407
9.54,1286.0,1071.81,19.98,LPSOLVED,408
9.54,1286.0,1071.81,19.98,LPSOLVED,408
9.55,1286.0,1071.81,19.98,LPSOLVED,409
9.55,1286.0,1071.81,19.98,LPSOLVED,409
9.56,1286.0,1071.81,19.98,LPSOLVED,410
9.56,1286.0,1071.81,19.98,LPSOLVED,410
9.57,1286.0,1075.93,19.52,LPSOLVED,411
9.57,1286.0,1075.93,19.52,LPSOLVED,411
9.57,1286.0,1075.93,19.52,LPSOLVED,412
9.57,1286.0,1075.93,19.52,LPSOLVED,412
9.58,1286.0,1075.93,19.52,LPSOLVED,413
9.58,1286.0,1075.93,19.52,LPSOLVED,413
9.58,1286.0,1077.39,19.36,LPSOLVED,414
9.58,1286.0,1077.39,19.36,LPSOLVED,414
9.59,1286.0,1077.39,19.36,LPSOLVED,415
9.6,1286.0,1077.39,19.36,LPSOLVED,415
9.6,1286.0,1077.39,19.36,LPSOLVED,416
9.6,1286.0,1077.39,19.36,LPSOLVED,416
9.61,1286.0,1077.39,19.36,LPSOLVED,417
9.61,1286.0,1077.39,19.36,LPSOLVED,417
9.62,1286.0,1077.39,19.36,LPSOLVED,418
9.62,1286.0,1077.39,19.36,LPSOLVED,418
9.62,1286.0,1077.39,19.36,LPSOLVED,419
9.62,1286.0,1077.39,19.36,LPSOLVED,419
9.63,1286.0,1077.39,19.36,LPSOLVED,420
9.63,1286.0,1077.39,19.36,LPSOLVED,420
9.63,1286.0,1077.39,19.36,LPSOLVED,421
9.63,1286.0,1077.39,19.36,LPSOLVED,421
9.68,1286.0,1077.39,19.36,LPSOLVED,422
9.68,1286.0,1077.39,19.36,LPSOLVED,422
9.7,1286.0,1077.39,19.36,LPSOLVED,423
9.7,1286.0,1077.39,19.36,LPSOLVED,423
9.71,1286.0,1077.39,19.36,LPSOLVED,424
9.71,1286.0,1077.39,19.36,LPSOLVED,424
9.88,1286.0,1077.39,19.36,LPSOLVED,425
9.88,1286.0,1077.39,19.36,LPSOLVED,425
9.89,1286.0,1077.39,19.36,LPSOLVED,426
9.9,1286.0,1077.39,19.36,LPSOLVED,426
9.9,1286.0,1077.39,19.36,LPSOLVED,427
9.9,1286.0,1077.39,19.36,LPSOLVED,427
9.98,1286.0,1077.39,19.36,LPSOLVED,428
9.98,1286.0,1077.39,19.36,LPSOLVED,428
9.99,1286.0,1077.39,19.36,LPSOLVED,429
9.99,1286.0,1077.39,19.36,LPSOLVED,429
9.99,1286.0,1077.39,19.36,LPSOLVED,430
9.99,1286.0,1077.39,19.36,LPSOLVED,430
10.01,1286.0,1086.89,18.32,LPSOLVED,431
10.01,1286.0,1086.89,18.32,LPSOLVED,431
10.01,1286.0,1086.89,18.32,LPSOLVED,432
10.01,1286.0,1086.89,18.32,LPSOLVED,432
10.01,1286.0,1086.89,18.32,LPSOLVED,433
10.01,1286.0,1086.89,18.32,LPSOLVED,433
10.01,1286.0,1086.89,18.32,LPSOLVED,434
10.01,1286.0,1086.89,18.32,LPSOLVED,435
10.02,1286.0,1086.89,18.32,LPSOLVED,435
10.02,1286.0,1086.89,18.32,LPSOLVED,436
10.02,1286.0,1086.89,18.32,LPSOLVED,436
10.03,1286.0,1086.89,18.32,LPSOLVED,437
10.03,1286.0,1086.89,18.32,LPSOLVED,437
10.03,1286.0,1086.89,18.32,LPSOLVED,438
10.03,1286.0,1086.89,18.32,LPSOLVED,438
10.23,1286.0,1086.89,18.32,LPSOLVED,439
10.23,1286.0,1086.89,18.32,LPSOLVED,439
10.24,1286.0,1086.89,18.32,LPSOLVED,440
10.24,1286.0,1086.89,18.32,LPSOLVED,440
10.36,1286.0,1086.89,18.32,LPSOLVED,441
10.36,1286.0,1086.89,18.32,LPSOLVED,441
10.36,1286.0,1086.89,18.32,LPSOLVED,442
10.36,1286.0,1086.89,18.32,LPSOLVED,442
10.37,1286.0,1086.89,18.32,LPSOLVED,443
10.37,1286.0,1086.89,18.32,LPSOLVED,443
10.38,1286.0,1086.89,18.32,LPSOLVED,444
10.38,1286.0,1086.89,18.32,LPSOLVED,444
10.55,1286.0,1086.89,18.32,LPSOLVED,445
10.55,1286.0,1086.89,18.32,LPSOLVED,445
10.62,1286.0,1086.89,18.32,LPSOLVED,446
10.62,1286.0,1086.89,18.32,LPSOLVED,446
10.62,1286.0,1086.89,18.32,LPSOLVED,447
10.62,1286.0,1086.89,18.32,LPSOLVED,447
10.62,1286.0,1086.89,18.32,LPSOLVED,448
10.62,1286.0,1086.89,18.32,LPSOLVED,448
10.64,1286.0,1086.89,18.32,LPSOLVED,449
10.64,1286.0,1086.89,18.32,LPSOLVED,449
10.64,1286.0,1086.89,18.32,LPSOLVED,450
10.64,1286.0,1086.89,18.32,LPSOLVED,450
10.65,1286.0,1086.89,18.32,LPSOLVED,451
10.65,1286.0,1086.89,18.32,LPSOLVED,451
10.65,1286.0,1086.89,18.32,LPSOLVED,452
10.65,1286.0,1086.89,18.32,LPSOLVED,452
10.65,1286.0,1086.89,18.32,LPSOLVED,453
10.65,1286.0,1086.89,18.32,LPSOLVED,453
10.76,1286.0,1086.89,18.32,LPSOLVED,454
10.76,1286.0,1086.89,18.32,LPSOLVED,454
10.77,1286.0,1086.89,18.32,LPSOLVED,454
10.77,1286.0,1086.89,18.32,LPSOLVED,454
10.77,1286.0,1086.89,18.32,BESTSOLFOUND,454
10.78,1285.0,1086.89,18.23,LPSOLVED,455
10.78,1285.0,1086.89,18.23,LPSOLVED,455
10.86,1285.0,1086.89,18.23,LPSOLVED,456
10.86,1285.0,1086.89,18.23,LPSOLVED,456
10.86,1285.0,1086.89,18.23,LPSOLVED,457
10.86,1285.0,1086.89,18.23,LPSOLVED,457
10.98,1285.0,1086.89,18.23,LPSOLVED,458
10.98,1285.0,1086.89,18.23,LPSOLVED,458
11.01,1285.0,1086.89,18.23,LPSOLVED,459
11.01,1285.0,1086.89,18.23,LPSOLVED,459
11.01,1285.0,1086.89,18.23,LPSOLVED,459
11.02,1285.0,1086.89,18.23,LPSOLVED,459
11.02,1285.0,1086.89,18.23,LPSOLVED,459
11.02,1285.0,1086.89,18.23,LPSOLVED,460
11.02,1285.0,1086.89,18.23,LPSOLVED,460
11.03,1285.0,1087.03,18.21,LPSOLVED,461
11.03,1285.0,1087.03,18.21,LPSOLVED,461
11.04,1285.0,1087.03,18.21,LPSOLVED,462
11.04,1285.0,1087.03,18.21,LPSOLVED,462
11.05,1285.0,1087.03,18.21,LPSOLVED,463
11.05,1285.0,1087.03,18.21,LPSOLVED,463
11.05,1285.0,1087.03,18.21,LPSOLVED,464
11.21,1285.0,1087.03,18.21,LPSOLVED,465
11.21,1285.0,1087.03,18.21,LPSOLVED,465
11.21,1285.0,1087.03,18.21,LPSOLVED,466
11.21,1285.0,1087.03,18.21,LPSOLVED,466
11.41,1285.0,1087.03,18.21,LPSOLVED,467
11.41,1285.0,1087.03,18.21,LPSOLVED,467
11.41,1285.0,1087.03,18.21,LPSOLVED,468
11.41,1285.0,1087.03,18.21,LPSOLVED,469
11.41,1285.0,1087.03,18.21,LPSOLVED,470
11.41,1285.0,1087.03,18.21,LPSOLVED,471
11.41,1285.0,1087.03,18.21,LPSOLVED,471
11.42,1285.0,1087.03,18.21,LPSOLVED,472
11.42,1285.0,1087.03,18.21,LPSOLVED,472
11.42,1285.0,1087.03,18.21,LPSOLVED,473
11.42,1285.0,1087.03,18.21,LPSOLVED,473
11.43,1285.0,1087.03,18.21,LPSOLVED,474
11.43,1285.0,1087.03,18.21,LPSOLVED,475
11.43,1285.0,1087.03,18.21,LPSOLVED,475
11.44,1285.0,1087.03,18.21,LPSOLVED,476
11.44,1285.0,1087.03,18.21,LPSOLVED,476
11.44,1285.0,1087.03,18.21,LPSOLVED,477
11.45,1285.0,1087.03,18.21,LPSOLVED,478
11.45,1285.0,1087.03,18.21,LPSOLVED,478
11.45,1285.0,1087.03,18.21,LPSOLVED,479
11.45,1285.0,1087.03,18.21,LPSOLVED,479
11.45,1285.0,1087.03,18.21,LPSOLVED,480
11.45,1285.0,1087.03,18.21,LPSOLVED,480
11.47,1285.0,1087.03,18.21,LPSOLVED,481
11.47,1285.0,1087.03,18.21,LPSOLVED,481
11.47,1285.0,1087.03,18.21,LPSOLVED,483
11.47,1285.0,1087.03,18.21,LPSOLVED,483
11.47,1285.0,1087.03,18.21,LPSOLVED,484
11.47,1285.0,1087.03,18.21,LPSOLVED,484
11.48,1285.0,1087.03,18.21,LPSOLVED,485
11.48,1285.0,1087.03,18.21,LPSOLVED,485
11.49,1285.0,1087.03,18.21,LPSOLVED,486
11.49,1285.0,1087.03,18.21,LPSOLVED,486
11.5,1285.0,1087.03,18.21,LPSOLVED,487
11.5,1285.0,1087.03,18.21,LPSOLVED,487
11.51,1285.0,1087.03,18.21,LPSOLVED,489
11.51,1285.0,1087.03,18.21,LPSOLVED,489
11.52,1285.0,1087.03,18.21,LPSOLVED,490
11.52,1285.0,1087.03,18.21,LPSOLVED,490
11.52,1285.0,1087.03,18.21,LPSOLVED,491
11.52,1285.0,1087.03,18.21,LPSOLVED,491
11.53,1285.0,1087.03,18.21,LPSOLVED,491
11.53,1285.0,1087.03,18.21,LPSOLVED,492
11.53,1285.0,1087.03,18.21,LPSOLVED,492
11.54,1285.0,1087.03,18.21,LPSOLVED,493
11.54,1285.0,1087.03,18.21,LPSOLVED,493
11.54,1285.0,1087.03,18.21,LPSOLVED,494
11.54,1285.0,1087.03,18.21,LPSOLVED,494
11.55,1285.0,1087.03,18.21,LPSOLVED,495
11.55,1285.0,1087.03,18.21,LPSOLVED,495
11.56,1285.0,1087.03,18.21,LPSOLVED,496
11.56,1285.0,1087.03,18.21,LPSOLVED,496
11.79,1285.0,1087.03,18.21,LPSOLVED,498
11.79,1285.0,1087.03,18.21,LPSOLVED,498
11.79,1285.0,1087.03,18.21,LPSOLVED,499
11.79,1285.0,1087.03,18.21,LPSOLVED,499
11.79,1285.0,1087.03,18.21,LPSOLVED,500
11.79,1285.0,1087.03,18.21,LPSOLVED,500
11.8,1285.0,1087.92,18.12,LPSOLVED,501
11.8,1285.0,1087.92,18.12,LPSOLVED,501
11.81,1285.0,1087.92,18.12,LPSOLVED,502
11.81,1285.0,1087.92,18.12,LPSOLVED,502
11.85,1285.0,1087.92,18.12,LPSOLVED,503
11.86,1285.0,1087.92,18.12,LPSOLVED,504
11.86,1285.0,1087.92,18.12,LPSOLVED,504
11.86,1285.0,1087.92,18.12,LPSOLVED,505
11.86,1285.0,1087.92,18.12,LPSOLVED,505
11.86,1285.0,1087.92,18.12,LPSOLVED,506
11.87,1285.0,1087.92,18.12,LPSOLVED,506
11.88,1285.0,1087.92,18.12,LPSOLVED,507
11.88,1285.0,1087.92,18.12,LPSOLVED,507
11.95,1285.0,1087.92,18.12,LPSOLVED,508
11.95,1285.0,1087.92,18.12,LPSOLVED,508
11.95,1285.0,1087.92,18.12,LPSOLVED,508
11.95,1285.0,1087.92,18.12,LPSOLVED,509
11.95,1285.0,1087.92,18.12,LPSOLVED,509
11.96,1285.0,1087.92,18.12,LPSOLVED,510
11.96,1285.0,1087.92,18.12,LPSOLVED,510
12.09,1285.0,1087.92,18.12,LPSOLVED,511
12.09,1285.0,1087.92,18.12,LPSOLVED,511
12.09,1285.0,1087.92,18.12,LPSOLVED,512
12.09,1285.0,1087.92,18.12,LPSOLVED,512
12.11,1285.0,1087.92,18.12,LPSOLVED,513
12.11,1285.0,1087.92,18.12,LPSOLVED,513
12.11,1285.0,1087.92,18.12,LPSOLVED,514
12.11,1285.0,1087.92,18.12,LPSOLVED,514
12.28,1285.0,1087.92,18.12,LPSOLVED,515
12.28,1285.0,1087.92,18.12,LPSOLVED,515
12.31,1285.0,1087.92,18.12,LPSOLVED,516
12.31,1285.0,1087.92,18.12,LPSOLVED,516
12.31,1285.0,1087.92,18.12,LPSOLVED,517
12.31,1285.0,1087.92,18.12,LPSOLVED,517
12.32,1285.0,1087.92,18.12,LPSOLVED,518
12.32,1285.0,1087.92,18.12,LPSOLVED,518
12.35,1285.0,1087.92,18.12,LPSOLVED,519
12.35,1285.0,1087.92,18.12,LPSOLVED,519
