time,total_nodes,depth,lp_iterations,dual_bound,primal_bound
13.32,566,10,74783,1096.982735739843,1285.0
13.38,567,9,75318,1096.982735739843,1285.0
13.39,568,10,75443,1096.982735739843,1285.0
13.59,569,11,75722,1096.982735739843,1285.0
13.6,570,8,75889,1096.982735739843,1285.0
13.61,571,9,76085,1096.982735739843,1285.0
13.61,572,10,76147,1096.982735739843,1285.0
13.73,573,7,76461,1096.982735739843,1285.0
13.75,574,8,76592,1096.982735739843,1285.0
13.75,575,9,76770,1096.982735739843,1285.0
13.76,576,7,77056,1096.982735739843,1285.0
13.77,577,8,77120,1096.982735739843,1285.0
13.77,578,9,77237,1096.982735739843,1285.0
13.78,579,16,77568,1096.982735739843,1285.0
13.8,580,17,77588,1096.982735739843,1285.0
13.8,581,18,77767,1096.982735739843,1285.0
13.81,582,5,77977,1096.982735739843,1285.0
13.83,583,6,78172,1096.982735739843,1285.0
13.83,584,7,78300,1096.982735739843,1285.0
13.84,585,18,78407,1096.982735739843,1285.0
13.84,586,19,78501,1096.982735739843,1285.0
13.85,587,20,78622,1096.982735739843,1285.0
13.9,588,21,79204,1096.982735739843,1285.0
13.91,589,20,79262,1096.982735739843,1285.0
13.94,590,21,79439,1096.982735739843,1285.0
13.95,591,22,79630,1096.982735739843,1285.0
13.97,592,21,79736,1096.982735739843,1285.0
13.97,593,22,79750,1096.982735739843,1285.0
13.98,594,23,80012,1096.982735739843,1285.0
14.0,595,22,80194,1096.982735739843,1285.0
14.01,596,23,80227,1096.982735739843,1285.0
14.02,597,24,80330,1096.982735739843,1285.0
14.02,598,23,80421,1096.982735739843,1198.0
14.03,599,24,80462,1096.982735739843,1198.0
14.03,600,25,80536,1096.982735739843,1198.0
14.03,601,6,80540,1096.982735739843,1198.0
14.04,602,7,80652,1097.9000937723335,1198.0
14.05,603,8,80713,1097.9000937723335,1198.0
14.06,604,13,81063,1097.9000937723335,1164.0
14.07,605,14,81180,1097.9000937723335,1164.0
14.07,606,15,81208,1097.9000937723335,1164.0
14.07,607,15,81211,1097.9000937723335,1164.0
14.08,608,16,81302,1097.9000937723335,1164.0
14.08,609,16,81306,1097.9000937723335,1164.0
14.08,610,7,81316,1097.9000937723335,1164.0
14.08,611,8,81364,1097.9000937723335,1164.0
14.08,612,9,81370,1097.9000937723335,1164.0
14.08,613,9,81395,1097.9000937723335,1164.0
14.09,614,10,81413,1097.9000937723335,1164.0
14.11,615,10,81470,1097.9000937723335,1164.0
14.15,616,10,81572,1097.9000937723335,1164.0
14.31,617,10,81757,1097.9000937723335,1164.0
14.36,618,16,81877,1097.9000937723335,1164.0
14.38,619,17,81908,1097.9000937723335,1164.0
14.38,620,18,81978,1097.9000937723335,1164.0
14.39,621,9,82001,1097.9000937723335,1164.0
14.4,622,10,82052,1100.6525863104707,1164.0
14.46,623,11,82332,1100.6525863104707,1164.0
14.48,624,6,82466,1100.6525863104707,1164.0
14.49,625,10,82627,1100.6525863104707,1164.0
14.65,626,11,83041,1100.6525863104707,1164.0
14.65,627,11,83072,1100.6525863104707,1164.0
14.65,628,12,83125,1100.6525863104707,1164.0
14.65,629,15,83132,1100.6525863104707,1164.0
14.66,630,16,83141,1100.6525863104707,1164.0
14.66,631,16,83175,1100.6525863104707,1164.0
14.67,632,10,83277,1100.6525863104707,1164.0
14.69,633,10,83408,1100.6525863104707,1164.0
14.74,634,19,83520,1100.6525863104707,1164.0
14.75,635,20,83587,1100.6525863104707,1164.0
14.76,636,21,83674,1100.6525863104707,1164.0
14.76,637,22,83702,1100.6525863104707,1164.0
14.76,638,22,83706,1100.6525863104707,1164.0
14.77,639,23,83723,1100.6525863104707,1164.0
14.77,640,20,83732,1100.6525863104707,1164.0
14.78,641,21,83861,1100.6525863104707,1164.0
14.78,642,21,83867,1100.6525863104707,1164.0
14.79,643,22,83934,1100.6525863104707,1164.0
14.8,644,23,84031,1100.6525863104707,1164.0
14.8,645,24,84043,1100.6525863104707,1164.0
14.8,646,24,84050,1100.6525863104707,1164.0
14.8,647,25,84059,1100.6525863104707,1164.0
14.8,648,25,84088,1100.6525863104707,1164.0
14.81,649,26,84116,1100.6525863104707,1164.0
14.81,650,26,84129,1100.6525863104707,1164.0
14.81,651,27,84131,1100.6525863104707,1164.0
14.81,652,27,84132,1100.6525863104707,1164.0
14.81,653,28,84134,1100.6525863104707,1164.0
14.81,654,29,84149,1100.6525863104707,1164.0
14.81,655,28,84151,1100.6525863104707,1164.0
14.81,656,29,84169,1100.6525863104707,1164.0
14.81,657,29,84180,1100.6525863104707,1164.0
14.82,658,30,84182,1100.6525863104707,1164.0
14.82,659,31,84192,1100.6525863104707,1164.0
14.82,660,29,84195,1100.6525863104707,1164.0
14.82,661,30,84233,1100.6525863104707,1164.0
14.82,662,30,84234,1100.6525863104707,1164.0
14.82,663,22,84235,1100.6525863104707,1164.0
14.82,664,23,84260,1100.6525863104707,1164.0
14.82,665,23,84265,1100.6525863104707,1164.0
14.82,666,24,84288,1100.6525863104707,1164.0
14.82,667,24,84295,1100.6525863104707,1164.0
14.83,668,25,84306,1100.6525863104707,1164.0
14.83,669,25,84317,1100.6525863104707,1164.0
14.83,670,26,84334,1100.6525863104707,1164.0
14.83,671,7,84338,1100.6525863104707,1164.0
14.84,672,10,84438,1101.4555668750063,1164.0
14.87,673,9,84633,1101.4555668750063,1164.0
14.88,674,10,84770,1101.4555668750063,1164.0
14.89,675,10,84814,1101.4555668750063,1164.0
14.94,676,11,85039,1101.4555668750063,1164.0
14.95,677,12,85132,1101.4555668750063,1164.0
14.95,678,31,85136,1101.4555668750063,1164.0
14.96,679,32,85170,1101.4555668750063,1164.0
14.96,680,24,85174,1101.4555668750063,1162.0
14.97,681,25,85223,1101.4555668750063,1162.0
14.97,682,26,85237,1101.4555668750063,1162.0
14.97,683,26,85240,1101.4555668750063,1162.0
14.98,684,27,85257,1101.4555668750063,1162.0
14.98,685,27,85261,1101.4555668750063,1162.0
14.98,686,9,85270,1101.4555668750063,1162.0
14.98,687,10,85296,1101.4555668750063,1162.0
15.15,688,11,85742,1101.4555668750063,1162.0
15.15,689,11,85755,1101.4555668750063,1162.0
15.15,690,12,85776,1101.4555668750063,1162.0
15.15,691,13,85796,1101.4555668750063,1162.0
15.15,692,10,85829,1101.4555668750063,1162.0
15.22,693,11,86237,1101.4555668750063,1162.0
15.22,694,11,86324,1101.4555668750063,1162.0
15.23,695,12,86405,1101.4555668750063,1162.0
15.23,696,12,86426,1101.4555668750063,1162.0
15.23,697,13,86446,1101.4555668750063,1162.0
15.23,698,12,86449,1101.4555668750063,1162.0
15.24,699,13,86554,1101.4555668750063,1162.0
15.25,700,14,86622,1101.4555668750063,1162.0
15.25,701,15,86651,1101.4555668750063,1162.0
15.25,702,16,86693,1101.4555668750063,1162.0
15.25,703,17,86695,1101.4555668750063,1162.0
15.26,704,18,86705,1101.4555668750063,1162.0
15.26,705,18,86708,1101.4555668750063,1162.0
15.26,706,19,86736,1101.4555668750063,1162.0
15.26,707,15,86773,1101.4555668750063,1162.0
15.27,708,16,86835,1101.4555668750063,1162.0
15.27,709,16,86839,1101.4555668750063,1162.0
15.27,710,17,86877,1101.4555668750063,1162.0
15.27,711,17,86878,1101.4555668750063,1162.0
15.27,712,18,86898,1101.4555668750063,1162.0
15.27,713,12,86901,1101.4555668750063,1162.0
15.28,714,13,86944,1101.4555668750063,1162.0
15.28,715,13,86957,1101.4555668750063,1162.0
15.28,716,14,86959,1101.4555668750063,1162.0
15.28,717,14,86973,1101.4555668750063,1162.0
15.28,718,15,86976,1101.4555668750063,1162.0
15.28,719,15,86991,1101.4555668750063,1162.0
15.28,720,16,87001,1101.4555668750063,1162.0
15.28,721,16,87008,1101.4555668750063,1162.0
15.28,722,17,87016,1101.4555668750063,1162.0
15.29,723,18,87023,1101.4555668750063,1162.0
15.29,724,18,87074,1101.4555668750063,1162.0
15.29,725,19,87084,1101.4555668750063,1162.0
15.29,726,19,87087,1101.4555668750063,1162.0
15.29,727,20,87104,1101.4555668750063,1162.0
15.29,728,20,87107,1101.4555668750063,1162.0
15.32,729,21,87213,1101.4555668750063,1162.0
15.32,730,22,87215,1101.4555668750063,1162.0
15.33,731,3,87741,1101.4555668750063,1162.0
15.35,732,4,88023,1101.9272275941612,1162.0
15.35,733,5,88182,1101.9272275941612,1162.0
15.36,734,6,88289,1101.9272275941612,1162.0
15.36,735,11,88341,1101.9272275941612,1162.0
15.37,736,12,88484,1101.9272275941612,1162.0
15.38,737,13,88525,1101.9272275941612,1162.0
15.38,738,13,88530,1101.9272275941612,1162.0
15.38,739,14,88539,1101.9272275941612,1162.0
15.38,740,6,88581,1101.9272275941612,1162.0
15.39,741,7,88712,1101.9272275941612,1162.0
15.39,742,7,88758,1101.9272275941612,1162.0
15.4,743,8,88792,1101.9272275941612,1162.0
15.4,744,9,88906,1101.9272275941612,1162.0
15.4,745,9,88920,1101.9272275941612,1162.0
15.41,746,10,88943,1101.9272275941612,1162.0
15.41,747,10,88945,1101.9272275941612,1162.0
15.43,748,17,88960,1101.9272275941612,1162.0
15.44,749,8,89033,1101.9272275941612,1162.0
15.45,750,14,89078,1101.9272275941612,1162.0
15.46,751,15,89091,1101.9272275941612,1162.0
15.46,752,15,89115,1101.9272275941612,1162.0
15.47,753,16,89166,1101.9272275941612,1162.0
15.47,754,16,89167,1101.9272275941612,1162.0
15.47,755,17,89168,1101.9272275941612,1162.0
15.47,756,17,89169,1101.9272275941612,1162.0
15.47,757,8,89171,1101.9272275941612,1162.0
15.47,758,9,89276,1101.9272275941612,1162.0
15.48,759,10,89338,1101.9272275941612,1162.0
15.67,760,11,89503,1101.9272275941612,1162.0
15.67,761,12,89622,1101.9272275941612,1162.0
15.67,762,12,89634,1101.9272275941612,1162.0
15.68,763,13,89663,1101.9272275941612,1162.0
15.68,764,13,89671,1101.9272275941612,1162.0
15.68,765,14,89690,1101.9272275941612,1162.0
15.68,766,15,89719,1101.9272275941612,1162.0
15.68,767,8,89721,1101.9272275941612,1162.0
15.69,768,9,89787,1101.9272275941612,1162.0
15.69,769,9,89802,1101.9272275941612,1162.0
15.69,770,10,89825,1101.9272275941612,1162.0
15.69,771,10,89839,1101.9272275941612,1162.0
15.7,772,9,89886,1101.9272275941612,1162.0
15.71,773,10,89936,1101.9272275941612,1162.0
15.71,774,10,89940,1101.9272275941612,1162.0
15.71,775,11,89960,1101.9272275941612,1162.0
15.72,776,12,89971,1101.9272275941612,1162.0
15.72,777,12,89975,1101.9272275941612,1162.0
15.72,778,13,90010,1101.9272275941612,1162.0
15.72,779,13,90017,1101.9272275941612,1162.0
15.73,780,14,90045,1101.9272275941612,1162.0
15.73,781,14,90058,1101.9272275941612,1162.0
15.73,782,15,90073,1101.9272275941612,1162.0
15.73,783,15,90077,1101.9272275941612,1162.0
15.73,784,16,90091,1101.9272275941612,1162.0
15.74,785,17,90105,1101.9272275941612,1162.0
15.74,786,18,90107,1101.9272275941612,1162.0
15.75,787,19,90139,1101.9272275941612,1162.0
15.75,788,20,90162,1101.9272275941612,1162.0
15.76,789,21,90261,1101.9272275941612,1162.0
15.76,790,21,90264,1101.9272275941612,1162.0
15.76,791,5,90264,1101.9272275941612,1162.0
15.78,792,6,90449,1104.27062360607,1162.0
15.78,793,7,90519,1104.27062360607,1162.0
15.78,794,8,90604,1104.27062360607,1162.0
15.78,795,20,90620,1104.27062360607,1162.0
15.8,796,21,90729,1104.27062360607,1162.0
15.8,797,21,90730,1104.27062360607,1162.0
15.8,798,17,90732,1104.27062360607,1162.0
15.81,799,10,90754,1104.27062360607,1162.0
15.81,800,9,90796,1104.27062360607,1162.0
15.82,801,10,90986,1104.27062360607,1162.0
15.82,802,10,90990,1104.27062360607,1162.0
15.83,803,10,91024,1104.27062360607,1162.0
15.89,804,19,91235,1104.27062360607,1162.0
15.9,805,20,91266,1104.27062360607,1162.0
15.91,806,20,91306,1104.27062360607,1162.0
15.91,807,11,91308,1104.27062360607,1162.0
15.92,808,12,91396,1104.27062360607,1162.0
15.93,809,12,91402,1104.27062360607,1162.0
15.93,810,13,91433,1104.27062360607,1162.0
15.93,811,13,91439,1104.27062360607,1162.0
15.93,812,14,91465,1104.27062360607,1162.0
15.93,813,9,91468,1104.27062360607,1162.0
15.94,814,10,91541,1104.27062360607,1162.0
16.02,815,11,91745,1104.27062360607,1162.0
16.03,816,11,91752,1104.27062360607,1162.0
16.03,817,12,91787,1104.27062360607,1162.0
16.03,818,25,91800,1104.27062360607,1162.0
16.04,819,26,91811,1104.27062360607,1162.0
16.04,820,26,91817,1104.27062360607,1162.0
16.04,821,27,91822,1104.27062360607,1162.0
16.04,822,28,91823,1104.27062360607,1162.0
16.04,823,13,91828,1104.27062360607,1162.0
16.05,824,14,91886,1104.27062360607,1162.0
16.06,825,15,91900,1104.27062360607,1162.0
16.06,826,15,91915,1104.27062360607,1162.0
16.06,827,16,91920,1104.27062360607,1162.0
16.06,828,16,91923,1104.27062360607,1162.0
16.06,829,17,91927,1104.27062360607,1162.0
16.06,830,18,91937,1104.27062360607,1162.0
16.06,831,19,91948,1104.27062360607,1162.0
16.06,832,20,91975,1104.27062360607,1162.0
16.06,833,20,91978,1104.27062360607,1162.0
16.08,834,19,92018,1104.27062360607,1162.0
16.08,835,9,92025,1104.27062360607,1162.0
16.09,836,10,92119,1104.27062360607,1162.0
16.09,837,10,92161,1104.27062360607,1162.0
16.16,838,11,92403,1104.27062360607,1162.0
16.16,839,11,92411,1104.27062360607,1162.0
16.16,840,12,92418,1104.27062360607,1162.0
16.17,841,6,92422,1104.27062360607,1162.0
16.18,842,7,92519,1106.3517320783674,1162.0
16.18,843,8,92598,1106.3517320783674,1162.0
16.18,844,9,92692,1106.3517320783674,1162.0
16.18,845,13,92693,1106.3517320783674,1162.0
16.19,846,14,92700,1106.3517320783674,1162.0
16.19,847,14,92728,1106.3517320783674,1162.0
16.19,848,15,92748,1106.3517320783674,1162.0
16.19,849,16,92749,1106.3517320783674,1162.0
16.19,850,16,92751,1106.3517320783674,1162.0
16.19,851,10,92752,1106.3517320783674,1162.0
16.41,852,11,93038,1107.2156080509503,1162.0
16.41,853,12,93112,1107.2156080509503,1162.0
16.42,854,13,93165,1107.2156080509503,1162.0
16.42,855,23,93173,1107.2156080509503,1162.0
16.42,856,10,93176,1107.2156080509503,1162.0
16.46,857,8,93359,1107.2156080509503,1162.0
16.47,858,9,93494,1107.2156080509503,1162.0
16.47,859,9,93528,1107.2156080509503,1162.0
16.48,860,10,93545,1107.2156080509503,1162.0
16.48,861,10,93601,1107.2156080509503,1162.0
16.54,862,11,93820,1107.2156080509503,1162.0
16.55,863,12,93998,1107.2156080509503,1162.0
16.55,864,11,94006,1107.2156080509503,1162.0
16.55,865,12,94058,1107.2156080509503,1162.0
16.55,866,13,94128,1107.2156080509503,1162.0
16.56,867,13,94178,1107.2156080509503,1162.0
16.56,868,17,94196,1107.2156080509503,1162.0
16.57,869,18,94216,1107.2156080509503,1162.0
16.57,870,18,94224,1107.2156080509503,1162.0
16.57,871,4,94225,1107.2156080509503,1162.0
16.58,872,5,94348,1107.9421248288145,1162.0
16.58,873,6,94417,1107.9421248288145,1162.0
16.58,874,7,94452,1107.9421248288145,1162.0
16.58,875,26,94491,1107.9421248288145,1162.0
16.59,876,18,94505,1107.9421248288145,1162.0
16.6,877,15,94520,1107.9421248288145,1162.0
16.61,878,8,94522,1107.9421248288145,1162.0
16.63,879,19,94641,1107.9421248288145,1162.0
16.65,880,19,94644,1107.9421248288145,1162.0
16.66,881,20,94704,1107.9421248288145,1162.0
16.67,882,21,94775,1107.9421248288145,1162.0
16.67,883,21,94777,1107.9421248288145,1162.0
16.68,884,22,94805,1107.9421248288145,1162.0
16.68,885,22,94806,1107.9421248288145,1162.0
16.68,886,20,94808,1107.9421248288145,1162.0
16.68,887,21,94846,1107.9421248288145,1162.0
16.68,888,21,94863,1107.9421248288145,1162.0
16.68,889,10,94882,1107.9421248288145,1162.0
16.82,890,11,95067,1107.9421248288145,1162.0
16.82,891,11,95069,1107.9421248288145,1162.0
16.82,892,10,95072,1107.9421248288145,1162.0
16.83,893,21,95108,1107.9421248288145,1162.0
16.84,894,10,95113,1107.9421248288145,1162.0
16.86,895,11,95198,1107.9421248288145,1162.0
16.88,896,12,95211,1107.9421248288145,1162.0
16.88,897,13,95274,1107.9421248288145,1162.0
16.88,898,14,95290,1107.9421248288145,1162.0
16.88,899,14,95298,1107.9421248288145,1162.0
16.88,900,15,95314,1107.9421248288145,1162.0
16.88,901,15,95323,1107.9421248288145,1162.0
16.88,902,16,95325,1107.9421248288145,1162.0
16.89,903,17,95342,1107.9421248288145,1162.0
16.89,904,17,95347,1107.9421248288145,1162.0
16.89,905,18,95363,1107.9421248288145,1162.0
16.89,906,13,95372,1107.9421248288145,1162.0
16.89,907,14,95405,1107.9421248288145,1162.0
16.89,908,14,95411,1107.9421248288145,1162.0
16.89,909,15,95435,1107.9421248288145,1162.0
16.89,910,15,95445,1107.9421248288145,1162.0
16.89,911,16,95456,1107.9421248288145,1162.0
16.89,912,17,95480,1107.9421248288145,1162.0
16.89,913,17,95486,1107.9421248288145,1162.0
16.9,914,18,95506,1107.9421248288145,1162.0
16.9,915,19,95512,1107.9421248288145,1162.0
16.9,916,19,95525,1107.9421248288145,1162.0
16.9,917,20,95547,1107.9421248288145,1162.0
16.9,918,20,95550,1107.9421248288145,1162.0
16.91,919,16,95575,1107.9421248288145,1162.0
16.91,920,17,95596,1107.9421248288145,1162.0
16.91,921,17,95597,1107.9421248288145,1162.0
16.92,922,18,95648,1107.9421248288145,1162.0
16.92,923,18,95654,1107.9421248288145,1162.0
16.92,924,19,95666,1107.9421248288145,1162.0
16.92,925,19,95671,1107.9421248288145,1162.0
16.92,926,16,95677,1107.9421248288145,1162.0
16.92,927,17,95693,1107.9421248288145,1162.0
16.92,928,18,95715,1107.9421248288145,1162.0
16.92,929,19,95724,1107.9421248288145,1162.0
16.92,930,19,95729,1107.9421248288145,1162.0
16.92,931,20,95731,1107.9421248288145,1162.0
16.93,932,20,95732,1107.9421248288145,1162.0
16.93,933,17,95734,1107.9421248288145,1162.0
16.93,934,18,95768,1107.9421248288145,1162.0
16.93,935,18,95769,1107.9421248288145,1162.0
16.93,936,17,95769,1107.9421248288145,1162.0
16.93,937,18,95776,1107.9421248288145,1162.0
16.93,938,19,95782,1107.9421248288145,1162.0
16.93,939,19,95782,1107.9421248288145,1162.0
16.93,940,20,95784,1107.9421248288145,1162.0
16.93,941,20,95785,1107.9421248288145,1162.0
16.95,942,21,95866,1107.9421248288145,1162.0
16.95,943,22,95872,1107.9421248288145,1162.0
16.95,944,22,95880,1107.9421248288145,1162.0
16.96,945,23,95883,1107.9421248288145,1162.0
16.96,946,24,95885,1107.9421248288145,1162.0
16.96,947,25,95890,1107.9421248288145,1162.0
16.96,948,26,95910,1107.9421248288145,1162.0
16.96,949,26,95926,1107.9421248288145,1162.0
16.96,950,18,95929,1107.9421248288145,1162.0
16.96,951,19,95972,1107.9421248288145,1162.0
16.96,952,19,95992,1107.9421248288145,1162.0
16.96,953,25,95995,1107.9421248288145,1162.0
16.97,954,24,96000,1107.9421248288145,1162.0
16.97,955,18,96010,1107.9421248288145,1162.0
16.98,956,19,96037,1107.9421248288145,1162.0
16.98,957,20,96054,1107.9421248288145,1162.0
16.98,958,20,96068,1107.9421248288145,1162.0
16.98,959,12,96088,1107.9421248288145,1162.0
16.98,960,13,96150,1107.9421248288145,1162.0
16.98,961,14,96208,1107.9421248288145,1162.0
16.99,962,14,96211,1107.9421248288145,1162.0
16.99,963,13,96229,1107.9421248288145,1162.0
16.99,964,14,96256,1107.9421248288145,1162.0
16.99,965,15,96334,1107.9421248288145,1162.0
16.99,966,16,96364,1107.9421248288145,1162.0
16.99,967,17,96414,1107.9421248288145,1162.0
17.0,968,14,96424,1107.9421248288145,1162.0
17.0,969,15,96479,1107.9421248288145,1162.0
17.0,970,15,96490,1107.9421248288145,1162.0
17.0,971,16,96504,1107.9421248288145,1162.0
17.0,972,16,96508,1107.9421248288145,1162.0
17.0,973,17,96514,1107.9421248288145,1162.0
17.0,974,17,96541,1107.9421248288145,1162.0
17.0,975,18,96568,1107.9421248288145,1162.0
17.0,976,18,96569,1107.9421248288145,1162.0
17.0,977,19,96574,1107.9421248288145,1162.0
17.01,978,20,96621,1107.9421248288145,1162.0
17.01,979,20,96623,1107.9421248288145,1162.0
17.01,980,19,96624,1107.9421248288145,1162.0
17.01,981,20,96645,1107.9421248288145,1162.0
17.01,982,21,96692,1107.9421248288145,1162.0
17.02,983,17,96697,1107.9421248288145,1160.0
17.02,984,18,96712,1107.9421248288145,1160.0
17.02,985,18,96722,1107.9421248288145,1160.0
17.02,986,19,96765,1107.9421248288145,1160.0
17.02,987,19,96768,1107.9421248288145,1160.0
17.02,988,20,96776,1107.9421248288145,1160.0
17.02,989,10,96777,1107.9421248288145,1160.0
17.15,990,11,97024,1107.9421248288145,1160.0
17.15,991,11,97027,1107.9421248288145,1160.0
17.15,992,9,97043,1107.9421248288145,1160.0
17.17,993,10,97256,1107.9421248288145,1160.0
17.17,994,10,97258,1107.9421248288145,1160.0
17.26,995,12,97335,1107.9421248288145,1160.0
17.27,996,13,97388,1107.9421248288145,1160.0
17.27,997,13,97395,1107.9421248288145,1160.0
17.27,998,14,97409,1107.9421248288145,1160.0
17.28,999,15,97435,1107.9421248288145,1160.0
17.28,1000,15,97458,1107.9421248288145,1160.0
17.28,1001,16,97500,1107.9421248288145,1160.0
17.28,1002,17,97523,1107.9421248288145,1160.0
17.28,1003,17,97537,1107.9421248288145,1160.0
17.28,1004,18,97545,1107.9421248288145,1160.0
17.28,1005,18,97547,1107.9421248288145,1160.0
17.28,1006,19,97557,1107.9421248288145,1160.0
17.28,1007,19,97560,1107.9421248288145,1160.0
17.28,1008,20,97581,1107.9421248288145,1160.0
17.29,1009,20,97590,1107.9421248288145,1160.0
17.29,1010,16,97600,1107.9421248288145,1160.0
17.29,1011,17,97614,1107.9421248288145,1160.0
17.29,1012,18,97636,1107.9421248288145,1160.0
17.29,1013,19,97668,1107.9421248288145,1160.0
17.29,1014,19,97674,1107.9421248288145,1160.0
17.29,1015,18,97683,1107.9421248288145,1160.0
17.29,1016,19,97698,1107.9421248288145,1160.0
17.29,1017,20,97718,1107.9421248288145,1160.0
17.3,1018,20,97730,1107.9421248288145,1160.0
17.32,1019,21,97787,1107.9421248288145,1160.0
17.32,1020,21,97789,1107.9421248288145,1160.0
17.32,1021,22,97798,1107.9421248288145,1160.0
17.32,1022,22,97800,1107.9421248288145,1160.0
17.33,1023,23,97827,1107.9421248288145,1160.0
17.33,1024,19,97837,1107.9421248288145,1160.0
17.33,1025,20,97881,1107.9421248288145,1160.0
17.34,1026,21,97915,1107.9421248288145,1160.0
17.34,1027,21,97917,1107.9421248288145,1160.0
17.34,1028,23,97918,1107.9421248288145,1160.0
17.34,1029,20,97919,1107.9421248288145,1160.0
17.34,1030,17,97921,1107.9421248288145,1160.0
17.34,1031,4,97950,1107.9421248288145,1160.0
17.35,1032,5,98108,1108.463335623328,1160.0
17.36,1033,5,98113,1108.463335623328,1160.0
17.36,1034,6,98115,1108.463335623328,1160.0
17.36,1035,7,98161,1108.463335623328,1160.0
17.37,1036,9,98363,1108.463335623328,1160.0
17.38,1037,10,98416,1108.463335623328,1160.0
17.38,1038,10,98419,1108.463335623328,1160.0
17.39,1039,8,98436,1108.463335623328,1160.0
17.4,1040,9,98494,1108.463335623328,1160.0
17.4,1041,9,98498,1108.463335623328,1160.0
17.4,1042,10,98517,1108.463335623328,1160.0
17.4,1043,10,98519,1108.463335623328,1160.0
17.4,1044,11,98525,1108.463335623328,1160.0
17.41,1045,12,98603,1108.463335623328,1160.0
17.41,1046,13,98659,1108.463335623328,1160.0
17.41,1047,13,98677,1108.463335623328,1160.0
17.41,1048,14,98687,1108.463335623328,1160.0
17.41,1049,11,98693,1108.463335623328,1160.0
17.43,1050,12,98842,1108.463335623328,1160.0
17.43,1051,13,98955,1108.463335623328,1160.0
17.43,1052,14,99006,1108.463335623328,1160.0
17.43,1053,14,99030,1108.463335623328,1160.0
17.44,1054,15,99076,1108.463335623328,1160.0
17.44,1055,15,99082,1108.463335623328,1160.0
17.44,1056,16,99097,1108.463335623328,1160.0
17.44,1057,16,99110,1108.463335623328,1160.0
17.44,1058,17,99116,1108.463335623328,1160.0
17.44,1059,18,99126,1108.463335623328,1160.0
17.44,1060,19,99142,1108.463335623328,1160.0
17.44,1061,19,99144,1108.463335623328,1160.0
17.44,1062,20,99161,1108.463335623328,1160.0
17.44,1063,20,99165,1108.463335623328,1160.0
17.44,1064,21,99168,1108.463335623328,1160.0
17.44,1065,22,99205,1108.463335623328,1160.0
17.44,1066,22,99207,1108.463335623328,1160.0
17.44,1067,23,99210,1108.463335623328,1160.0
17.44,1068,23,99212,1108.463335623328,1160.0
17.45,1069,18,99218,1108.463335623328,1160.0
17.45,1070,19,99225,1108.463335623328,1160.0
17.45,1071,19,99237,1108.463335623328,1160.0
17.45,1072,20,99268,1108.463335623328,1160.0
17.45,1073,20,99270,1108.463335623328,1160.0
17.45,1074,21,99302,1108.463335623328,1160.0
17.46,1075,12,99309,1108.463335623328,1160.0
17.46,1076,13,99321,1108.463335623328,1160.0
17.46,1077,14,99350,1108.463335623328,1160.0
17.46,1078,15,99374,1108.463335623328,1160.0
17.46,1079,15,99388,1108.463335623328,1160.0
17.46,1080,14,99390,1108.463335623328,1160.0
17.46,1081,15,99391,1108.463335623328,1160.0
17.46,1082,15,99400,1108.463335623328,1160.0
17.47,1083,16,99463,1108.463335623328,1160.0
17.47,1084,16,99488,1108.463335623328,1160.0
17.47,1085,17,99490,1108.463335623328,1160.0
17.47,1086,17,99492,1108.463335623328,1160.0
17.47,1087,18,99501,1108.463335623328,1160.0
17.47,1088,18,99515,1108.463335623328,1160.0
17.47,1089,19,99524,1108.463335623328,1160.0
17.47,1090,19,99526,1108.463335623328,1160.0
17.47,1091,20,99529,1108.463335623328,1160.0
17.47,1092,20,99530,1108.463335623328,1160.0
17.48,1093,21,99563,1108.463335623328,1160.0
17.48,1094,21,99566,1108.463335623328,1160.0
17.48,1095,22,99588,1108.463335623328,1160.0
17.48,1096,22,99599,1108.463335623328,1160.0
17.48,1097,18,99603,1108.463335623328,1160.0
17.48,1098,23,99617,1108.463335623328,1160.0
17.49,1099,11,99629,1108.463335623328,1160.0
17.49,1100,12,99718,1108.463335623328,1160.0
17.5,1101,13,99753,1108.463335623328,1160.0
17.5,1102,14,99769,1108.463335623328,1160.0
17.5,1103,14,99828,1108.463335623328,1160.0
17.5,1104,15,99838,1108.463335623328,1160.0
17.5,1105,16,99855,1108.463335623328,1160.0
17.51,1106,16,99870,1108.463335623328,1160.0
17.51,1107,17,99906,1108.463335623328,1160.0
17.51,1108,17,99913,1108.463335623328,1160.0
17.51,1109,18,99923,1108.463335623328,1160.0
17.51,1110,18,99927,1108.463335623328,1160.0
17.51,1111,19,99948,1108.463335623328,1160.0
17.52,1112,19,99957,1108.463335623328,1160.0
17.52,1113,20,99986,1108.463335623328,1160.0
17.53,1114,20,100029,1108.463335623328,1160.0
17.53,1115,13,100033,1108.463335623328,1160.0
17.54,1116,12,100093,1108.463335623328,1160.0
17.54,1117,13,100169,1108.463335623328,1160.0
17.54,1118,14,100219,1108.463335623328,1160.0
17.54,1119,14,100225,1108.463335623328,1160.0
17.55,1120,15,100250,1108.463335623328,1160.0
17.55,1121,16,100288,1108.463335623328,1160.0
17.55,1122,17,100321,1108.463335623328,1160.0
17.55,1123,18,100350,1108.463335623328,1160.0
17.55,1124,19,100386,1108.463335623328,1160.0
17.56,1125,20,100426,1108.463335623328,1160.0
